symbol,direction,entry_time,entry_price,exit_time,exit_price,stake,multiplier,pnl,outcome,equity_after
frxXAUUSD,buy,2025-10-06T07:45:00.000Z,3933.09,2026-01-12T00:15:00.000Z,4562.3844,1,10,1.60,TP,13.10
BOOM600,buy,2025-10-06T13:15:00.000Z,6659.4,2025-10-15T00:00:00.000Z,6404.369,1,5,-0.19,BIAS_REVERSAL,9.52
STPRNG3,buy,2025-10-08T03:30:00.000Z,11305.9,2025-11-17T00:00:00.000Z,11338.9,1,10,0.03,BIAS_REVERSAL,10.80
CRASH500,buy,2025-10-13T03:15:00.000Z,2924.892,2025-10-15T00:00:00.000Z,2911.494,1,5,-0.02,BIAS_REVERSAL,10.47
frxXAGUSD,buy,2025-10-13T12:45:00.000Z,51.5748,2025-10-27T11:00:00.000Z,47.44881600000001,1,10,-0.80,SL,12.40
JD10,buy,2025-10-14T05:15:00.000Z,92960.35,2025-11-04T00:00:00.000Z,94680.53,1,10,0.19,BIAS_REVERSAL,10.09
STPRNG2,buy,2025-10-14T10:00:00.000Z,10814.2,2025-10-28T00:00:00.000Z,11082,1,10,0.25,BIAS_REVERSAL,10.28
frxEURCHF,sell,2025-10-17T10:15:00.000Z,0.92341,2025-11-20T00:00:00.000Z,0.92943,1,10,-0.07,BIAS_REVERSAL,9.86
BOOM500,buy,2025-10-18T14:45:00.000Z,5306.548,2025-11-29T00:00:00.000Z,5498.407,1,5,0.18,BIAS_REVERSAL,10.92
BOOM600,sell,2025-10-20T03:30:00.000Z,6103.192,2025-10-26T00:00:00.000Z,6194.671,1,5,-0.07,BIAS_REVERSAL,9.45
BOOM1000,sell,2025-10-22T06:00:00.000Z,17604.149,2025-12-16T00:00:00.000Z,16984.996,1,5,0.18,BIAS_REVERSAL,10.26
JD25,buy,2025-10-23T01:00:00.000Z,128106.93,2025-10-30T00:00:00.000Z,128606.81,1,10,0.04,BIAS_REVERSAL,8.65
1HZ25V,buy,2025-10-25T01:30:00.000Z,709290.28,2025-11-08T00:00:00.000Z,666319.78,1,10,-0.61,BIAS_REVERSAL,9.93
R_75,sell,2025-10-26T05:15:00.000Z,50772.541,2025-11-29T00:00:00.000Z,40204.0835,1,5,1.04,BIAS_REVERSAL,13.01
cryBTCUSD,buy,2025-10-26T11:30:00.000Z,112649.544,2025-10-30T00:00:00.000Z,110103.988,1,5,-0.11,BIAS_REVERSAL,9.65
1HZ75V,buy,2025-10-29T17:00:00.000Z,4816,2025-11-04T00:00:00.000Z,4432.72,1,5,-0.40,BIAS_REVERSAL,8.80
CRASH500,buy,2025-10-30T02:00:00.000Z,3422.137,2025-11-12T00:00:00.000Z,3091.856,1,5,-0.48,BIAS_REVERSAL,9.99
frxNZDUSD,sell,2025-11-04T09:00:00.000Z,0.56757,2025-11-28T00:00:00.000Z,0.57304,1,10,-0.10,BIAS_REVERSAL,9.86
JD10,buy,2025-11-05T05:15:00.000Z,95535.65,2025-11-15T00:00:00.000Z,94723.03,1,10,-0.09,BIAS_REVERSAL,10.01
1HZ75V,buy,2025-11-05T08:30:00.000Z,4589.7,2025-12-01T00:00:00.000Z,4205.26,1,5,-0.42,BIAS_REVERSAL,8.38
JD25,buy,2025-11-06T03:00:00.000Z,127800.89,2025-11-15T00:00:00.000Z,119954.46,1,10,-0.61,BIAS_REVERSAL,8.04
frxXAGUSD,buy,2025-11-06T07:00:00.000Z,48.3621,2025-11-18T00:00:00.000Z,49.9486,1,10,0.33,BIAS_REVERSAL,12.73
STPRNG2,sell,2025-11-06T08:00:00.000Z,10599,2025-12-02T00:00:00.000Z,10943.8,1,10,-0.33,BIAS_REVERSAL,9.96
BOOM600,sell,2025-11-09T02:00:00.000Z,6189.316,2025-11-20T00:00:00.000Z,6577.832,1,5,-0.31,BIAS_REVERSAL,9.13
frxUSDJPY,buy,2025-11-10T07:00:00.000Z,154.029,2026-02-12T00:00:00.000Z,153.398,1,10,-0.04,BIAS_REVERSAL,9.46
1HZ10V,buy,2025-11-12T01:00:00.000Z,9645.09,2025-11-29T00:00:00.000Z,9396.68,1,10,-0.26,BIAS_REVERSAL,9.90
cryETHUSD,sell,2025-11-14T23:00:00.000Z,3157.726,2025-12-14T00:00:00.000Z,3111.245,1,5,0.07,BIAS_REVERSAL,11.74
1HZ25V,sell,2025-11-16T14:00:00.000Z,677890.59,2025-12-15T20:00:00.000Z,732121.8372000001,1,10,-0.80,SL,9.13
frxGBPJPY,buy,2025-11-18T18:00:00.000Z,204.597,2026-01-19T00:00:00.000Z,211.303,1,10,0.33,BIAS_REVERSAL,10.28
frxXAGUSD,buy,2025-11-19T10:00:00.000Z,52.1509,2025-12-09T16:00:00.000Z,60.49504399999999,1,10,1.60,TP,14.33
JD10,sell,2025-11-20T06:15:00.000Z,92648.53,2025-12-20T00:00:00.000Z,94195.37,1,10,-0.17,BIAS_REVERSAL,9.84
JD25,sell,2025-11-25T09:45:00.000Z,116465.92,2025-11-29T11:30:00.000Z,125783.19360000001,1,10,-0.80,SL,7.24
frxEURAUD,sell,2025-11-27T09:15:00.000Z,1.77554,2026-01-21T00:00:00.000Z,1.74145,1,10,0.19,BIAS_REVERSAL,10.17
STPRNG3,sell,2025-11-27T12:45:00.000Z,11263,2025-12-28T00:00:00.000Z,10767.1,1,10,0.44,BIAS_REVERSAL,11.24
CRASH50,sell,2025-11-30T22:00:00.000Z,99299.624,2025-12-30T00:00:00.000Z,98781.167,1,5,0.03,BIAS_REVERSAL,10.03
cryBTCUSD,sell,2025-12-01T02:30:00.000Z,87056.469,2026-01-04T00:00:00.000Z,91372.757,1,5,-0.25,BIAS_REVERSAL,9.41
BOOM50,buy,2025-12-03T04:00:00.000Z,100735.599,2025-12-21T00:00:00.000Z,100086.857,1,5,-0.03,BIAS_REVERSAL,9.97
R_25,sell,2025-12-07T04:00:00.000Z,2332.335,2025-12-16T03:00:00.000Z,2518.9218,1,10,-0.80,SL,8.50
BOOM500,buy,2025-12-10T12:15:00.000Z,6036.263,2025-12-19T00:00:00.000Z,6170.924,1,5,0.11,BIAS_REVERSAL,11.03
1HZ100V,sell,2025-12-12T02:00:00.000Z,788.26,2025-12-28T12:45:00.000Z,914.3815999999999,1,5,-0.80,SL,7.81
R_100,sell,2025-12-13T07:00:00.000Z,525.22,2025-12-16T08:00:00.000Z,609.2552,1,5,-0.80,SL,9.49
STPRNG,sell,2025-12-17T05:00:00.000Z,7854.5,2026-01-25T00:00:00.000Z,7831.2,1,10,0.03,BIAS_REVERSAL,9.90
JD100,buy,2025-12-19T03:15:00.000Z,1604.91,2025-12-31T00:00:00.000Z,1414.72,1,5,-0.59,BIAS_REVERSAL,10.45
BOOM50,sell,2025-12-21T01:00:00.000Z,100062,2025-12-26T00:00:00.000Z,100483.13,1,5,-0.02,BIAS_REVERSAL,9.95
STPRNG2,sell,2025-12-21T07:00:00.000Z,10513.6,2025-12-28T00:00:00.000Z,10556.2,1,10,-0.04,BIAS_REVERSAL,9.92
BOOM500,buy,2025-12-23T05:30:00.000Z,6153.402,2025-12-27T00:00:00.000Z,5941.421,1,5,-0.17,BIAS_REVERSAL,10.86
frxUSDCAD,sell,2025-12-23T08:00:00.000Z,1.37353,2026-01-19T00:00:00.000Z,1.3905,1,10,-0.12,BIAS_REVERSAL,9.99
R_75,buy,2025-12-27T02:00:00.000Z,45266.2153,2026-01-05T21:00:00.000Z,38023.620852,1,5,-0.80,SL,12.21
BOOM500,sell,2025-12-27T07:00:00.000Z,5927.851,2026-02-03T00:00:00.000Z,5161.213,1,5,0.65,BIAS_REVERSAL,11.51
JD25,sell,2025-12-28T07:00:00.000Z,112498.12,2025-12-31T00:15:00.000Z,121497.9696,1,10,-0.80,SL,6.44
STPRNG2,buy,2025-12-28T12:00:00.000Z,10562.4,2025-12-30T00:00:00.000Z,10508.2,1,10,-0.05,BIAS_REVERSAL,9.87
1HZ15V,sell,2026-01-01T06:00:00.000Z,12650.833,2026-02-14T00:00:00.000Z,12563.546,1,10,0.07,BIAS_REVERSAL,10.17
frxEURGBP,sell,2026-01-02T10:00:00.000Z,0.87117,2026-02-11T00:00:00.000Z,0.87197,1,10,-0.01,BIAS_REVERSAL,9.90
BOOM1000,buy,2026-01-02T22:30:00.000Z,17193.898,2026-01-06T00:00:00.000Z,16687.596,1,5,-0.15,BIAS_REVERSAL,10.11
JD100,sell,2026-01-03T13:15:00.000Z,1125.67,2026-01-14T02:00:00.000Z,765.4556,1,5,1.60,TP,12.05
CRASH50,buy,2026-01-04T23:30:00.000Z,99080.647,2026-01-22T00:00:00.000Z,99294.929,1,5,0.01,BIAS_REVERSAL,10.04
CRASH900,buy,2026-01-06T12:15:00.000Z,19595.837,2026-01-23T00:00:00.000Z,18589.774,1,5,-0.26,BIAS_REVERSAL,10.92
frxAUDUSD,buy,2026-01-06T20:30:00.000Z,0.67363,2026-04-06T00:00:00.000Z,0.68926,1,10,0.23,BIAS_REVERSAL,9.96
R_100,buy,2026-01-09T04:15:00.000Z,821,2026-01-13T00:30:00.000Z,1083.72,1,5,1.60,TP,11.09
frxXAGUSD,buy,2026-01-13T14:00:00.000Z,87.709,2026-01-23T19:45:00.000Z,101.74244,1,10,1.60,TP,15.93
JD100,sell,2026-01-14T03:15:00.000Z,760.1,2026-01-25T06:00:00.000Z,516.8679999999999,1,5,1.60,TP,13.65
R_100,buy,2026-01-14T10:45:00.000Z,1084.5,2026-02-12T00:00:00.000Z,994.62,1,5,-0.41,BIAS_REVERSAL,10.67
STPRNG3,buy,2026-01-17T10:00:00.000Z,11319.1,2026-01-30T00:00:00.000Z,11106.7,1,10,-0.19,BIAS_REVERSAL,11.05
frxXAUUSD,buy,2026-01-21T08:15:00.000Z,4858.54,2026-02-02T06:15:00.000Z,4469.8568000000005,1,10,-0.80,SL,12.30
BOOM1000,sell,2026-01-21T21:15:00.000Z,15988.999,2026-03-13T00:00:00.000Z,14730.814,1,5,0.39,BIAS_REVERSAL,10.50
CRASH50,sell,2026-01-22T20:45:00.000Z,99168.028,2026-01-24T00:00:00.000Z,99398.496,1,5,-0.01,BIAS_REVERSAL,10.03
frxXAGUSD,buy,2026-01-23T20:00:00.000Z,101.9323,2026-01-28T23:15:00.000Z,118.24146799999998,1,10,1.60,TP,17.53
JD100,sell,2026-01-25T07:00:00.000Z,513.11,2026-02-10T00:00:00.000Z,474,1,5,0.38,BIAS_REVERSAL,14.03
R_75,sell,2026-01-26T13:30:00.000Z,28070.5305,2026-02-19T00:00:00.000Z,30375.8556,1,5,-0.41,BIAS_REVERSAL,11.80
CRASH50,buy,2026-01-27T04:00:00.000Z,99405.507,2026-02-06T00:00:00.000Z,99629.265,1,5,0.01,BIAS_REVERSAL,10.04
CRASH900,buy,2026-02-01T04:15:00.000Z,19302.007,2026-02-19T00:00:00.000Z,20227.831,1,5,0.24,BIAS_REVERSAL,11.16
JD10,buy,2026-02-03T02:30:00.000Z,100744.04,2026-02-08T00:00:00.000Z,97756.51,1,10,-0.30,BIAS_REVERSAL,9.54
frxEURAUD,sell,2026-02-03T07:15:00.000Z,1.68304,2026-06-10T00:00:00.000Z,1.64149,1,10,0.25,BIAS_REVERSAL,10.42
cryETHUSD,sell,2026-02-05T15:00:00.000Z,2045.2715,2026-03-16T21:30:00.000Z,2372.51494,1,5,-0.80,SL,10.94
BOOM500,sell,2026-02-08T01:00:00.000Z,5220.902,2026-02-17T00:00:00.000Z,5502.969,1,5,-0.27,BIAS_REVERSAL,11.23
frxNZDUSD,buy,2026-02-09T13:00:00.000Z,0.60304,2026-03-16T00:00:00.000Z,0.58025,1,10,-0.38,BIAS_REVERSAL,9.48
frxXAUUSD,buy,2026-02-09T14:30:00.000Z,5020.98,2026-03-19T12:00:00.000Z,4619.3016,1,10,-0.80,SL,11.50
frxXAGUSD,buy,2026-02-09T15:30:00.000Z,81.7296,2026-02-12T16:45:00.000Z,75.19123200000001,1,10,-0.80,SL,16.73
JD100,buy,2026-02-10T06:30:00.000Z,483.36,2026-02-12T00:00:00.000Z,453.99,1,5,-0.30,BIAS_REVERSAL,13.73
JD100,sell,2026-02-12T06:00:00.000Z,448.14,2026-02-24T00:00:00.000Z,503.02,1,5,-0.61,BIAS_REVERSAL,13.12
1HZ10V,buy,2026-02-21T03:00:00.000Z,9228.39,2026-04-03T00:00:00.000Z,9807.58,1,10,0.63,BIAS_REVERSAL,10.53
STPRNG3,buy,2026-02-21T04:45:00.000Z,11507.8,2026-03-23T00:00:00.000Z,11245.3,1,10,-0.23,BIAS_REVERSAL,10.82
STPRNG,buy,2026-02-22T01:45:00.000Z,7945.3,2026-03-05T00:00:00.000Z,7802.4,1,10,-0.18,BIAS_REVERSAL,9.72
BOOM500,buy,2026-02-22T19:15:00.000Z,5590.728,2026-03-03T00:00:00.000Z,5411.786,1,5,-0.16,BIAS_REVERSAL,11.07
frxXAGUSD,buy,2026-02-23T09:00:00.000Z,86.366,2026-03-03T11:00:00.000Z,79.45672,1,10,-0.80,SL,15.93
CRASH900,buy,2026-02-23T11:00:00.000Z,20798.588,2026-02-28T00:00:00.000Z,20244.483,1,5,-0.13,BIAS_REVERSAL,11.02
R_75,buy,2026-02-24T03:00:00.000Z,36204.676,2026-03-24T00:00:00.000Z,31972.4786,1,5,-0.58,BIAS_REVERSAL,11.22
R_100,sell,2026-02-27T03:30:00.000Z,829.52,2026-03-16T13:15:00.000Z,564.0735999999999,1,5,1.60,TP,12.27
CRASH900,sell,2026-02-28T03:15:00.000Z,20233.314,2026-03-03T00:00:00.000Z,20102.847,1,5,0.03,BIAS_REVERSAL,11.06
1HZ15V,buy,2026-03-07T05:45:00.000Z,12575.403,2026-03-19T00:00:00.000Z,12412.58,1,10,-0.13,BIAS_REVERSAL,10.04
frxUSDJPY,buy,2026-03-09T08:15:00.000Z,158.518,2026-07-09T08:30:00.000Z,162.331,1,10,0.24,EOD_MARK,9.70
frxEURCAD,sell,2026-03-09T08:15:00.000Z,1.56616,2026-04-15T00:00:00.000Z,1.62361,1,10,-0.37,BIAS_REVERSAL,9.78
frxGBPJPY,buy,2026-03-10T11:30:00.000Z,212.204,2026-07-09T08:30:00.000Z,217.856,1,10,0.27,EOD_MARK,10.54
JD50,buy,2026-03-12T04:30:00.000Z,29789.77,2026-04-06T20:15:00.000Z,34556.1332,1,10,1.60,TP,15.40
BOOM1000,buy,2026-03-13T04:30:00.000Z,14839.395,2026-03-16T00:00:00.000Z,15181.74,1,5,0.12,BIAS_REVERSAL,10.62
frxUSDCAD,buy,2026-03-13T07:00:00.000Z,1.36529,2026-05-01T00:00:00.000Z,1.35793,1,10,-0.05,BIAS_REVERSAL,9.93
CRASH50,sell,2026-03-19T20:45:00.000Z,98911.299,2026-04-05T00:00:00.000Z,99788.624,1,5,-0.04,BIAS_REVERSAL,9.99
R_100,sell,2026-03-21T04:30:00.000Z,601.89,2026-03-26T02:00:00.000Z,698.1923999999999,1,5,-0.80,SL,11.47
BOOM500,sell,2026-03-27T02:00:00.000Z,5198.729,2026-04-16T00:00:00.000Z,5272.042,1,5,-0.07,BIAS_REVERSAL,11.00
frxNZDUSD,sell,2026-04-03T16:00:00.000Z,0.56949,2026-04-16T00:00:00.000Z,0.59118,1,10,-0.38,BIAS_REVERSAL,9.10
1HZ10V,buy,2026-04-05T06:00:00.000Z,9874.06,2026-05-06T00:00:00.000Z,9931.5,1,10,0.06,BIAS_REVERSAL,10.58
cryETHUSD,buy,2026-04-06T09:00:00.000Z,2137.545,2026-05-18T00:00:00.000Z,2119.397,1,5,-0.04,BIAS_REVERSAL,10.89
BOOM50,buy,2026-04-11T02:00:00.000Z,103733.271,2026-04-18T00:00:00.000Z,104157.939,1,5,0.02,BIAS_REVERSAL,9.97
BOOM1000,sell,2026-04-12T02:15:00.000Z,13789.655,2026-04-17T00:00:00.000Z,14099.606,1,5,-0.11,BIAS_REVERSAL,10.51
R_100,buy,2026-04-13T22:45:00.000Z,791.11,2026-04-27T00:00:00.000Z,692.86,1,5,-0.62,BIAS_REVERSAL,10.85
1HZ15V,buy,2026-04-16T15:45:00.000Z,13384.946,2026-04-21T00:00:00.000Z,12991.217,1,10,-0.29,BIAS_REVERSAL,9.75
BOOM1000,buy,2026-04-17T11:15:00.000Z,14277.689,2026-04-22T00:00:00.000Z,14443.576,1,5,0.06,BIAS_REVERSAL,10.56
CRASH900,sell,2026-04-20T09:30:00.000Z,18989.491,2026-05-15T00:00:00.000Z,18652.102,1,5,0.09,BIAS_REVERSAL,11.15
JD100,buy,2026-04-24T03:00:00.000Z,448.55,2026-05-16T19:30:00.000Z,592.086,1,5,1.60,TP,14.72
STPRNG3,buy,2026-04-25T21:00:00.000Z,11708.8,2026-05-03T00:00:00.000Z,11360.5,1,10,-0.30,BIAS_REVERSAL,10.53
STPRNG,buy,2026-04-27T13:00:00.000Z,8028.1,2026-05-09T00:00:00.000Z,7939.3,1,10,-0.11,BIAS_REVERSAL,9.61
CRASH50,sell,2026-05-02T14:45:00.000Z,97568.171,2026-05-07T00:00:00.000Z,98040.819,1,5,-0.02,BIAS_REVERSAL,9.97
BOOM50,buy,2026-05-04T01:00:00.000Z,104865.784,2026-05-31T00:00:00.000Z,106264.175,1,5,0.07,BIAS_REVERSAL,10.03
1HZ15V,buy,2026-05-06T07:45:00.000Z,13094.331,2026-05-09T00:00:00.000Z,12706.397,1,10,-0.30,BIAS_REVERSAL,9.45
frxXAGUSD,buy,2026-05-06T08:45:00.000Z,76.0145,2026-05-13T14:30:00.000Z,88.17681999999999,1,10,1.60,TP,17.53
R_100,sell,2026-05-13T13:30:00.000Z,417.11,2026-06-12T00:00:00.000Z,369.02,1,5,0.58,BIAS_REVERSAL,11.43
JD100,buy,2026-05-17T04:15:00.000Z,615.69,2026-05-18T10:30:00.000Z,517.1796,1,5,-0.80,SL,13.92
JD50,buy,2026-05-19T12:15:00.000Z,41072.28,2026-05-29T00:00:00.000Z,39586.14,1,10,-0.36,BIAS_REVERSAL,15.03
frxEURCHF,sell,2026-05-22T07:15:00.000Z,0.91376,2026-06-04T00:00:00.000Z,0.91836,1,10,-0.05,BIAS_REVERSAL,9.81
frxUSDCAD,buy,2026-05-28T09:45:00.000Z,1.38618,2026-07-09T08:30:00.000Z,1.41833,1,10,0.23,EOD_MARK,10.16
JD50,buy,2026-06-01T01:00:00.000Z,44377.31,2026-06-09T05:00:00.000Z,51477.679599999996,1,10,1.60,TP,16.63
JD100,sell,2026-06-01T06:15:00.000Z,321.4,2026-06-13T01:45:00.000Z,218.55199999999996,1,5,1.60,TP,15.52
cryETHUSD,sell,2026-06-03T19:15:00.000Z,1827.428,2026-06-16T00:00:00.000Z,1796.285,1,5,0.09,BIAS_REVERSAL,10.98
frxEURCAD,buy,2026-06-04T07:45:00.000Z,1.6152,2026-07-09T08:30:00.000Z,1.62116,1,10,0.04,EOD_MARK,9.82
BOOM50,buy,2026-06-08T22:00:00.000Z,105502.233,2026-06-21T00:00:00.000Z,105262.45,1,5,-0.01,BIAS_REVERSAL,10.02
JD50,buy,2026-06-09T05:00:00.000Z,51210.16,2026-06-14T14:45:00.000Z,59403.7856,1,10,1.60,TP,18.23
frxXAUUSD,sell,2026-06-10T08:00:00.000Z,4186.28,2026-07-09T08:45:00.000Z,4112.92,1,10,0.18,EOD_MARK,11.67
STPRNG,sell,2026-06-12T14:45:00.000Z,7981.1,2026-06-26T00:00:00.000Z,8035.4,1,10,-0.07,BIAS_REVERSAL,9.54
JD50,buy,2026-06-14T16:45:00.000Z,59484.25,2026-06-20T01:45:00.000Z,69001.73,1,10,1.60,TP,19.83
JD100,sell,2026-06-15T02:45:00.000Z,207.38,2026-06-25T07:00:00.000Z,240.56079999999997,1,5,-0.80,SL,14.72
frxXAGUSD,sell,2026-06-19T11:00:00.000Z,64.849,2026-07-09T08:45:00.000Z,59.3115,1,10,0.85,EOD_MARK,18.38
JD50,buy,2026-06-20T03:45:00.000Z,69275.12,2026-06-28T06:15:00.000Z,80359.13919999999,1,10,1.60,TP,21.43
R_100,sell,2026-06-20T06:30:00.000Z,334.28,2026-07-03T00:00:00.000Z,324.96,1,5,0.14,BIAS_REVERSAL,11.57
BOOM50,sell,2026-06-21T01:00:00.000Z,105213.417,2026-07-09T08:45:00.000Z,106112.108,1,5,-0.04,EOD_MARK,9.98
frxAUDUSD,sell,2026-06-23T08:15:00.000Z,0.69488,2026-07-09T08:30:00.000Z,0.69395,1,10,0.01,EOD_MARK,9.98
CRASH50,buy,2026-06-24T04:00:00.000Z,99903.032,2026-07-09T00:00:00.000Z,98905.645,1,5,-0.05,BIAS_REVERSAL,9.92
cryETHUSD,sell,2026-06-24T16:45:00.000Z,1622.815,2026-07-04T00:00:00.000Z,1760.695,1,5,-0.42,BIAS_REVERSAL,10.55
JD50,buy,2026-06-28T10:15:00.000Z,80892.77,2026-07-01T10:00:00.000Z,74421.3484,1,10,-0.80,SL,20.63
JD50,buy,2026-07-03T04:00:00.000Z,77266.5,2026-07-05T23:15:00.000Z,71085.18000000001,1,10,-0.80,SL,19.83
1HZ10V,sell,2026-07-06T01:00:00.000Z,9691.27,2026-07-09T09:00:00.000Z,9552.23,1,10,0.14,EOD_MARK,10.73